pageviews,calls,reservations,business_id,restaurant_type,treatment,hours_opened
324,41,31,26096,independent,alternative,11
279,36,39,26097,independent,alternative,8
267,35,38,26098,independent,alternative,8
285,36,31,26099,independent,alternative,9
404,37,48,26100,independent,alternative,13
338,38,36,26101,independent,alternative,6
338,28,34,26102,independent,alternative,13
295,35,40,26103,independent,alternative,12
355,36,38,26104,independent,alternative,8
378,44,39,26105,independent,alternative,7
339,37,36,26106,independent,alternative,10
384,39,36,26107,independent,alternative,6
357,33,35,26108,independent,alternative,6
447,43,44,26109,independent,alternative,6
308,29,40,26110,independent,alternative,7
371,43,35,26111,independent,alternative,12
351,33,34,26112,independent,alternative,14
378,35,37,26113,independent,alternative,14
388,34,40,26114,independent,alternative,11
370,38,36,26115,independent,alternative,10
387,44,36,26116,independent,alternative,10
332,38,37,26117,independent,alternative,7
283,41,38,26118,independent,alternative,14
296,36,32,26119,independent,alternative,8
318,39,39,26120,independent,alternative,6
329,36,39,26121,independent,alternative,11
332,33,38,26122,independent,alternative,8
343,38,38,26123,independent,alternative,13
312,43,42,26124,independent,alternative,9
367,43,40,26125,independent,alternative,14
352,34,36,26126,independent,alternative,14
403,43,38,26127,independent,alternative,12
334,38,31,26128,independent,alternative,7
312,41,32,26129,independent,alternative,9
390,42,40,26130,independent,alternative,8
352,38,39,26131,independent,alternative,14
347,43,38,26132,independent,alternative,13
313,41,43,26133,independent,alternative,14
322,42,36,26134,independent,alternative,14
419,35,39,26135,independent,alternative,12
331,38,37,26136,independent,alternative,6
310,44,36,26137,independent,alternative,14
360,47,37,26138,independent,alternative,6
306,38,36,26139,independent,alternative,12
296,42,35,26140,independent,alternative,6
380,53,43,26141,independent,alternative,12
390,35,42,26142,independent,alternative,11
300,39,37,26143,independent,alternative,8
379,34,42,26144,independent,alternative,6
348,42,29,26145,independent,alternative,7
375,40,37,26146,independent,alternative,13
325,37,32,26147,independent,alternative,13
373,34,39,26148,independent,alternative,11
317,36,37,26149,independent,alternative,12
304,38,36,26150,independent,alternative,9
337,27,35,26151,independent,alternative,7
312,29,44,26152,independent,alternative,9
299,42,42,26153,independent,alternative,9
329,36,38,26154,independent,alternative,11
368,33,36,26155,independent,alternative,6
301,40,35,26156,independent,alternative,7
315,41,34,26157,independent,alternative,9
305,29,41,26158,independent,alternative,13
383,40,39,26159,independent,alternative,13
311,40,34,26160,independent,alternative,6
392,30,45,26161,independent,alternative,8
356,41,36,26162,independent,alternative,12
330,33,40,26163,independent,alternative,14
314,36,32,26164,independent,alternative,8
295,33,30,26165,independent,alternative,6
287,36,40,26166,independent,alternative,12
378,33,41,26167,independent,alternative,10
336,38,39,26168,independent,alternative,10
327,30,39,26169,independent,alternative,12
296,37,24,26170,independent,alternative,8
300,30,38,26171,independent,alternative,11
378,39,44,26172,independent,alternative,11
372,39,34,26173,independent,alternative,8
418,34,35,26174,independent,alternative,14
321,38,33,26175,independent,alternative,14
409,40,38,26176,independent,alternative,9
345,36,31,26177,independent,alternative,11
330,37,40,26178,independent,alternative,8
378,44,39,26179,independent,alternative,7
419,49,45,26180,independent,alternative,12
378,39,38,26181,independent,alternative,14
269,32,29,26182,independent,alternative,8
394,38,43,26183,independent,alternative,6
363,41,33,26184,independent,alternative,7
345,38,37,26185,independent,alternative,7
347,38,35,26186,independent,alternative,8
339,41,32,26187,independent,alternative,6
374,36,42,26188,independent,alternative,14
368,42,39,26189,independent,alternative,7
335,34,40,26190,independent,alternative,12
325,37,34,26191,independent,alternative,8
301,38,34,26192,independent,alternative,13
372,36,35,26193,independent,alternative,7
471,40,37,26194,independent,alternative,10
338,39,42,26195,independent,alternative,6
321,36,34,26196,independent,alternative,11
260,31,28,26197,independent,alternative,14
323,34,31,26198,independent,alternative,13
329,39,32,26199,independent,alternative,11
255,38,31,26200,independent,alternative,6
295,44,35,26201,independent,alternative,9
369,36,38,26202,independent,alternative,11
326,39,37,26203,independent,alternative,12
386,28,40,26204,independent,alternative,8
322,38,34,26205,independent,alternative,10
373,40,38,26206,independent,alternative,10
339,38,35,26207,independent,alternative,14
466,39,40,26208,independent,alternative,14
408,40,42,26209,independent,alternative,7
351,39,32,26210,independent,alternative,13
391,34,41,26211,independent,alternative,7
323,34,43,26212,independent,alternative,11
430,46,41,26213,independent,alternative,13
328,33,42,26214,independent,alternative,12
282,32,35,26215,independent,alternative,10
406,36,48,26216,independent,alternative,13
305,36,36,26217,independent,alternative,13
371,45,39,26218,independent,alternative,8
369,39,42,26219,independent,alternative,9
365,37,40,26220,independent,alternative,8
366,39,33,26221,independent,alternative,7
314,38,34,26222,independent,alternative,9
324,35,37,26223,independent,alternative,6
368,31,44,26224,independent,alternative,12
370,36,37,26225,independent,alternative,8
279,40,35,26226,independent,alternative,9
366,38,40,26227,independent,alternative,11
334,33,36,26228,independent,alternative,11
344,33,39,26229,independent,alternative,14
344,38,33,26230,independent,alternative,11
318,41,39,26231,independent,alternative,6
364,34,39,26232,independent,alternative,6
347,38,33,26233,independent,alternative,14
379,36,35,26234,independent,alternative,11
299,40,34,26235,independent,alternative,7
401,42,33,26236,independent,alternative,13
378,38,42,26237,independent,alternative,9
359,38,37,26238,independent,alternative,9
307,40,39,26239,independent,alternative,9
354,38,39,26240,independent,alternative,10
380,40,40,26241,independent,alternative,6
363,33,38,26242,independent,alternative,13
364,39,39,26243,independent,alternative,12
336,37,38,26244,independent,alternative,6
320,41,31,26245,independent,alternative,9
339,34,39,26246,independent,alternative,8
346,37,37,26247,independent,alternative,11
379,44,36,26248,independent,alternative,8
276,35,32,26249,independent,alternative,11
362,40,45,26250,independent,alternative,9
352,43,38,26251,independent,alternative,13
409,38,40,26252,independent,alternative,7
347,40,33,26253,independent,alternative,8
388,36,37,26254,independent,alternative,14
355,32,44,26255,independent,alternative,6
340,34,41,26256,independent,alternative,11
387,35,41,26257,independent,alternative,6
329,31,35,26258,independent,alternative,11
385,46,44,26259,independent,alternative,14
333,41,34,26260,independent,alternative,14
362,39,47,26261,independent,alternative,14
383,39,44,26262,independent,alternative,8
315,34,35,26263,independent,alternative,11
389,44,38,26264,independent,alternative,11
345,40,33,26265,independent,alternative,8
331,31,39,26266,independent,alternative,12
347,38,30,26267,independent,alternative,7
369,40,38,26268,independent,alternative,7
355,41,34,26269,independent,alternative,11
420,34,42,26270,independent,alternative,9
384,38,42,26271,independent,alternative,12
384,38,41,26272,independent,alternative,6
359,40,39,26273,independent,alternative,6
369,38,39,26274,independent,alternative,9
383,40,46,26275,independent,alternative,8
292,37,38,26276,independent,alternative,7
385,39,40,26277,independent,alternative,8
338,34,35,26278,independent,alternative,13
351,41,36,26279,independent,alternative,6
413,40,30,26280,independent,alternative,8
314,31,36,26281,independent,alternative,7
400,40,36,26282,independent,alternative,11
378,38,40,26283,independent,alternative,11
399,43,40,26284,independent,alternative,11
353,37,40,26285,independent,alternative,13
391,40,39,26286,independent,alternative,8
330,43,34,26287,independent,alternative,13
353,35,36,26288,independent,alternative,9
348,38,39,26289,independent,alternative,14
420,40,43,26290,independent,alternative,12
384,33,44,26291,independent,alternative,6
324,33,38,26292,independent,alternative,14
313,28,33,26293,independent,alternative,11
379,39,39,26294,independent,alternative,12
366,39,40,26295,independent,alternative,9
286,34,33,26296,independent,alternative,9
349,33,33,26297,independent,alternative,13
320,39,40,26298,independent,alternative,9
316,32,38,26299,independent,alternative,14
390,33,33,26300,independent,alternative,13
334,32,34,26301,independent,alternative,9
326,38,39,26302,independent,alternative,14
275,36,29,26303,independent,alternative,11
358,46,38,26304,independent,alternative,6
300,39,37,26305,independent,alternative,10
370,35,40,26306,independent,alternative,8
373,38,32,26307,independent,alternative,11
309,36,36,26308,independent,alternative,6
359,45,44,26309,independent,alternative,11
367,38,38,26310,independent,alternative,7
437,41,40,26311,independent,alternative,10
365,40,40,26312,independent,alternative,13
316,35,34,26313,independent,alternative,9
303,32,32,26314,independent,alternative,7
319,27,31,26315,independent,alternative,11
398,39,37,26316,independent,alternative,7
317,37,36,26317,independent,alternative,11
359,33,36,26318,independent,alternative,14
255,40,33,26319,independent,alternative,14
296,37,30,26320,independent,alternative,13
292,40,30,26321,independent,alternative,10
317,34,30,26322,independent,alternative,8
328,48,40,26323,independent,alternative,14
378,37,41,26324,independent,alternative,6
381,39,38,26325,independent,alternative,10
372,38,38,26326,independent,alternative,9
379,43,43,26327,independent,alternative,12
315,38,41,26328,independent,alternative,13
387,41,40,26329,independent,alternative,13
326,35,37,26330,independent,alternative,8
318,39,33,26331,independent,alternative,13
335,37,39,26332,independent,alternative,12
353,38,46,26333,independent,alternative,9
349,42,35,26334,independent,alternative,13
446,44,49,26335,independent,alternative,10
367,40,35,26336,independent,alternative,9
376,41,35,26337,independent,alternative,10
331,34,31,26338,independent,alternative,6
277,31,29,26339,independent,alternative,13
319,33,30,26340,independent,alternative,14
302,41,43,26341,independent,alternative,9
295,34,39,26342,independent,alternative,11
297,41,41,26343,independent,alternative,13
354,39,36,26344,independent,alternative,14
310,33,33,26345,independent,alternative,11
377,35,33,26346,independent,alternative,6
320,35,30,26347,independent,alternative,11
383,37,33,26348,independent,alternative,12
303,35,43,26349,independent,alternative,12
383,39,39,26350,independent,alternative,6
374,40,33,26351,independent,alternative,13
342,39,37,26352,independent,alternative,8
391,43,45,26353,independent,alternative,7
395,39,42,26354,independent,alternative,9
320,40,37,26355,independent,alternative,9
347,34,44,26356,independent,alternative,11
401,42,38,26357,independent,alternative,7
286,39,29,26358,independent,alternative,11
409,39,38,26359,independent,alternative,10
372,42,44,26360,independent,alternative,14
378,31,33,26361,independent,alternative,6
343,33,41,26362,independent,alternative,12
236,38,37,26363,independent,alternative,9
369,30,38,26364,independent,alternative,7
375,42,36,26365,independent,alternative,8
308,41,40,26366,independent,alternative,11
375,35,41,26367,independent,alternative,13
392,36,35,26368,independent,alternative,14
368,43,33,26369,independent,alternative,7
310,33,35,26370,independent,alternative,14
432,43,43,26371,independent,alternative,9
308,37,41,26372,independent,alternative,8
342,37,41,26373,independent,alternative,12
353,37,32,26374,independent,alternative,7
354,44,42,26375,independent,alternative,6
396,40,44,26376,independent,alternative,6
424,34,41,26377,independent,alternative,13
360,36,36,26378,independent,alternative,12
351,38,38,26379,independent,alternative,14
346,36,39,26380,independent,alternative,9
409,44,38,26381,independent,alternative,11
328,39,37,26382,independent,alternative,14
362,43,48,26383,independent,alternative,12
270,33,38,26384,independent,alternative,13
331,43,34,26385,independent,alternative,13
318,39,40,26386,independent,alternative,8
349,39,37,26387,independent,alternative,8
369,40,39,26388,independent,alternative,9
339,32,37,26389,independent,alternative,6
333,43,33,26390,independent,alternative,9
400,32,43,26391,independent,alternative,13
380,46,34,26392,independent,alternative,14
326,35,37,26393,independent,alternative,13
337,39,33,26394,independent,alternative,6
362,43,36,26395,independent,alternative,12
320,34,36,26396,independent,alternative,6
366,38,32,26397,independent,alternative,9
320,39,39,26398,independent,alternative,14
373,33,40,26399,independent,alternative,14
359,37,38,26400,independent,alternative,13
324,35,33,26401,independent,alternative,8
311,38,33,26402,independent,alternative,13
308,40,38,26403,independent,alternative,11
369,29,32,26404,independent,alternative,11
399,37,40,26405,independent,alternative,10
337,29,37,26406,independent,alternative,10
428,40,36,26407,independent,alternative,12
361,32,41,26408,independent,alternative,6
407,40,42,26409,independent,alternative,10
381,41,33,26410,independent,alternative,14
357,42,39,26411,independent,alternative,14
318,42,43,26412,independent,alternative,12
383,38,47,26413,independent,alternative,9
383,40,42,26414,independent,alternative,7
335,33,35,26415,independent,alternative,11
329,35,39,26416,independent,alternative,6
315,28,38,26417,independent,alternative,7
314,36,31,26418,independent,alternative,6
434,37,38,26419,independent,alternative,9
338,35,36,26420,independent,alternative,8
352,39,40,26421,independent,alternative,9
345,34,33,26422,independent,alternative,9
426,42,42,26423,independent,alternative,14
326,37,38,26424,independent,alternative,13
418,40,45,26425,independent,alternative,11
320,35,44,26426,independent,alternative,10
350,35,39,26427,independent,alternative,14
325,45,35,26428,independent,alternative,9
320,42,39,26429,independent,alternative,12
360,43,48,26430,independent,alternative,7
329,32,37,26431,independent,alternative,14
368,44,39,26432,independent,alternative,12
318,43,38,26433,independent,alternative,13
309,37,37,26434,independent,alternative,12
384,42,38,26435,independent,alternative,12
333,39,37,26436,independent,alternative,10
382,34,38,26437,independent,alternative,13
369,37,34,26438,independent,alternative,9
313,40,34,26439,independent,alternative,8
292,34,36,26440,independent,alternative,6
399,38,36,26441,independent,alternative,12
279,26,35,26442,independent,alternative,7
318,32,39,26443,independent,alternative,7
324,37,41,26444,independent,alternative,12
392,37,43,26445,independent,alternative,12
359,31,38,26446,independent,alternative,6
277,31,33,26447,independent,alternative,13
330,35,37,26448,independent,alternative,12
325,31,40,26449,independent,alternative,10
334,37,40,26450,independent,alternative,7
384,39,43,26451,independent,alternative,14
297,33,32,26452,independent,alternative,9
315,37,39,26453,independent,alternative,6
276,34,33,26454,independent,alternative,10
395,38,46,26455,independent,alternative,13
392,41,40,26456,independent,alternative,7
384,39,38,26457,independent,alternative,14
344,37,33,26458,independent,alternative,7
404,35,40,26459,independent,alternative,6
370,47,36,26460,independent,alternative,7
364,37,41,26461,independent,alternative,14
369,37,38,26462,independent,alternative,8
369,34,35,26463,independent,alternative,7
350,34,38,26464,independent,alternative,6
300,30,32,26465,independent,alternative,8
335,33,41,26466,independent,alternative,10
389,41,42,26467,independent,alternative,13
316,36,38,26468,independent,alternative,7
320,39,35,26469,independent,alternative,11
335,38,39,26470,independent,alternative,12
398,44,33,26471,independent,alternative,8
463,39,38,26472,independent,alternative,9
312,26,38,26473,independent,alternative,6
337,36,39,26474,independent,alternative,14
317,33,36,26475,independent,alternative,13
387,41,40,26476,independent,alternative,14
370,36,33,26477,independent,alternative,12
370,44,37,26478,independent,alternative,13
358,40,42,26479,independent,alternative,12
409,50,38,26480,independent,alternative,8
338,38,35,26481,independent,alternative,9
331,44,42,26482,independent,alternative,8
356,38,39,26483,independent,alternative,11
323,44,40,26484,independent,alternative,7
238,28,31,26485,independent,alternative,8
339,38,40,26486,independent,alternative,8
404,36,36,26487,independent,alternative,8
291,43,33,26488,independent,alternative,8
434,37,45,26489,independent,alternative,13
442,39,42,26490,independent,alternative,11
340,34,31,26491,independent,alternative,11
310,42,34,26492,independent,alternative,13
423,40,39,26493,independent,alternative,9
343,41,42,26494,independent,alternative,13
355,38,34,26495,independent,alternative,8
349,38,35,26496,independent,alternative,6
355,39,42,26497,independent,alternative,7
336,34,43,26498,independent,alternative,10
335,35,36,26499,independent,alternative,10
364,41,42,26500,independent,alternative,11
356,38,39,26501,independent,alternative,14
390,37,42,26502,independent,alternative,7
393,47,41,26503,independent,alternative,9
374,43,38,26504,independent,alternative,8
325,38,39,26505,independent,alternative,8
345,39,38,26506,independent,alternative,13
310,37,31,26507,independent,alternative,6
349,43,38,26508,independent,alternative,11
318,43,41,26509,independent,alternative,8
279,36,40,26510,independent,alternative,13
303,36,36,26511,independent,alternative,11
342,43,42,26512,independent,alternative,11
274,43,33,26513,independent,alternative,11
334,41,35,26514,independent,alternative,8
262,32,34,26515,independent,alternative,10
353,36,41,26516,independent,alternative,9
314,30,33,26517,independent,alternative,10
310,40,37,26518,independent,alternative,10
328,30,36,26519,independent,alternative,13
345,34,37,26520,independent,alternative,6
373,48,39,26521,independent,alternative,9
372,36,42,26522,independent,alternative,13
334,42,35,26523,independent,alternative,11
353,30,33,26524,independent,alternative,6
310,44,40,26525,independent,alternative,13
327,30,36,26526,independent,alternative,9
331,36,30,26527,independent,alternative,12
345,31,32,26528,independent,alternative,9
393,42,43,26529,independent,alternative,12
338,38,35,26530,independent,alternative,12
371,44,32,26531,independent,alternative,8
382,33,40,26532,independent,alternative,6
340,35,38,26533,independent,alternative,8
326,37,38,26534,independent,alternative,7
413,42,36,26535,independent,alternative,13
327,37,35,26536,independent,alternative,12
361,40,46,26537,independent,alternative,6
293,33,39,26538,independent,alternative,9
300,35,37,26539,independent,alternative,10
344,44,35,26540,independent,alternative,13
355,37,33,26541,independent,alternative,12
388,40,41,26542,independent,alternative,12
291,30,29,26543,independent,alternative,8
303,35,39,26544,independent,alternative,8
267,32,45,26545,independent,alternative,8
364,42,38,26546,independent,alternative,7
390,38,37,26547,independent,alternative,6
346,33,37,26548,independent,alternative,10
384,39,32,26549,independent,alternative,7
286,42,38,26550,independent,alternative,14
303,35,34,26551,independent,alternative,7
296,44,40,26552,independent,alternative,13
354,44,37,26553,independent,alternative,9
307,33,32,26554,independent,alternative,12
286,35,36,26555,independent,alternative,11
363,41,33,26556,independent,alternative,9
319,34,42,26557,independent,alternative,8
351,44,38,26558,independent,alternative,7
293,33,34,26559,independent,alternative,11
352,36,45,26560,independent,alternative,13
326,43,40,26561,independent,alternative,11
366,42,41,26562,independent,alternative,11
399,33,44,26563,independent,alternative,11
344,37,39,26564,independent,alternative,8
315,31,32,26565,independent,alternative,6
359,36,42,26566,independent,alternative,7
329,34,40,26567,independent,alternative,14
394,43,34,26568,independent,alternative,7
373,43,35,26569,independent,alternative,9
271,29,34,26570,independent,alternative,7
344,35,34,26571,independent,alternative,9
338,37,30,26572,independent,alternative,12
326,37,41,26573,independent,alternative,10
385,40,44,26574,independent,alternative,12
323,31,32,26575,independent,alternative,9
356,38,41,26576,independent,alternative,10
348,40,36,26577,independent,alternative,8
406,43,45,26578,independent,alternative,8
276,31,33,26579,independent,alternative,8
307,37,36,26580,independent,alternative,7
313,37,34,26581,independent,alternative,10
343,37,43,26582,independent,alternative,6
403,41,40,26583,independent,alternative,14
286,37,33,26584,independent,alternative,11
322,40,34,26585,independent,alternative,11
326,44,41,26586,independent,alternative,7
327,35,35,26587,independent,alternative,14
309,33,36,26588,independent,alternative,7
315,41,39,26589,independent,alternative,11
331,30,35,26590,independent,alternative,7
293,32,33,26591,independent,alternative,8
313,43,35,26592,independent,alternative,8
390,37,40,26593,independent,alternative,8
358,39,38,26594,independent,alternative,7
305,33,36,26595,independent,alternative,14
351,41,34,26596,independent,alternative,14
394,45,37,26597,independent,alternative,10
399,46,36,26598,independent,alternative,12
314,37,40,26599,independent,alternative,10
370,37,38,26600,independent,alternative,14
328,37,37,26601,independent,alternative,6
309,37,37,26602,independent,alternative,12
302,37,32,26603,independent,alternative,10
242,40,35,26604,independent,alternative,10
356,31,39,26605,independent,alternative,13
283,32,40,26606,independent,alternative,8
336,41,39,26607,independent,alternative,10
407,37,38,26608,independent,alternative,14
323,27,28,26609,independent,alternative,14
358,41,45,26610,independent,alternative,8
298,38,41,26611,independent,alternative,11
313,32,34,26612,independent,alternative,11
266,37,32,26613,independent,alternative,6
402,43,41,26614,independent,alternative,12
385,34,45,26615,independent,alternative,12
338,38,42,26616,independent,alternative,11
258,33,30,26617,independent,alternative,8
328,35,36,26618,independent,alternative,10
371,35,41,26619,independent,alternative,11
327,36,40,26620,independent,alternative,12
341,40,41,26621,independent,alternative,6
332,29,36,26622,independent,alternative,10
387,41,45,26623,independent,alternative,11
334,45,30,26624,independent,alternative,14
356,36,39,26625,independent,alternative,9
330,38,43,26626,independent,alternative,9
418,35,41,26627,independent,alternative,11
325,41,42,26628,independent,alternative,10
359,32,37,26629,independent,alternative,6
299,34,34,26630,independent,alternative,11
322,34,34,26631,independent,alternative,10
392,36,38,26632,independent,alternative,7
344,36,37,26633,independent,alternative,6
319,38,37,26634,independent,alternative,13
367,43,35,26635,independent,alternative,7
341,42,35,26636,independent,alternative,8
377,40,33,26637,independent,alternative,7
313,37,37,26638,independent,alternative,8
436,45,46,26639,independent,alternative,7
366,35,40,26640,independent,alternative,10
367,35,34,26641,independent,alternative,11
284,36,37,26642,independent,alternative,12
382,31,44,26643,independent,alternative,14
371,37,39,26644,independent,alternative,9
359,42,35,26645,independent,alternative,7
345,36,39,26646,independent,alternative,14
400,37,44,26647,independent,alternative,14
336,36,38,26648,independent,alternative,9
362,38,32,26649,independent,alternative,14
381,37,41,26650,independent,alternative,6
247,39,29,26651,independent,alternative,8
323,39,32,26652,independent,alternative,7
359,35,36,26653,independent,alternative,7
324,29,39,26654,independent,alternative,10
326,42,32,26655,independent,alternative,12
344,42,32,26656,independent,alternative,7
353,37,33,26657,independent,alternative,8
370,35,39,26658,independent,alternative,11
436,40,40,26659,independent,alternative,13
321,33,34,26660,independent,alternative,10
392,40,38,26661,independent,alternative,9
342,34,35,26662,independent,alternative,8
428,40,47,26663,independent,alternative,12
304,34,37,26664,independent,alternative,8
331,36,36,26665,independent,alternative,14
348,35,31,26666,independent,alternative,6
447,39,43,26667,independent,alternative,13
334,39,41,26668,independent,alternative,10
337,33,34,26669,independent,alternative,8
358,31,40,26670,independent,alternative,14
337,41,38,26671,independent,alternative,11
390,43,39,26672,independent,alternative,14
283,34,36,26673,independent,alternative,9
352,29,38,26674,independent,alternative,14
301,30,39,26675,independent,alternative,10
344,36,39,26676,independent,alternative,13
323,37,33,26677,independent,alternative,14
276,39,39,26678,independent,alternative,11
319,36,40,26679,independent,alternative,11
289,31,38,26680,independent,alternative,8
327,39,37,26681,independent,alternative,13
343,33,34,26682,independent,alternative,7
337,38,41,26683,independent,alternative,13
269,31,34,26684,independent,alternative,6
295,37,41,26685,independent,alternative,12
332,35,32,26686,independent,alternative,14
343,45,35,26687,independent,alternative,12
357,39,42,26688,independent,alternative,11
317,31,36,26689,independent,alternative,14
263,38,30,26690,independent,alternative,8
321,35,34,26691,independent,alternative,6
327,31,39,26692,independent,alternative,11
366,40,36,26693,independent,alternative,9
403,38,39,26694,independent,alternative,7
308,36,38,26695,independent,alternative,12
303,34,32,26696,independent,alternative,13
357,38,42,26697,independent,alternative,7
329,41,35,26698,independent,alternative,13
323,38,32,26699,independent,alternative,14
341,36,37,26700,independent,alternative,8
356,41,37,26701,independent,alternative,7
373,43,31,26702,independent,alternative,11
313,38,39,26703,independent,alternative,8
372,43,37,26704,independent,alternative,11
289,37,37,26705,independent,alternative,7
307,34,35,26706,independent,alternative,6
335,44,37,26707,independent,alternative,6
370,35,34,26708,independent,alternative,13
346,37,36,26709,independent,alternative,9
339,34,36,26710,independent,alternative,12
320,34,32,26711,independent,alternative,14
363,36,31,26712,independent,alternative,12
328,39,36,26713,independent,alternative,7
406,36,41,26714,independent,alternative,7
308,37,34,26715,independent,alternative,8
360,37,38,26716,independent,alternative,9
380,40,39,26717,independent,alternative,14
378,40,43,26718,independent,alternative,9
340,42,40,26719,independent,alternative,10
330,46,47,26720,independent,alternative,11
440,41,46,26721,independent,alternative,12
360,39,37,26722,independent,alternative,8
368,43,36,26723,independent,alternative,13
413,43,45,26724,independent,alternative,12
335,31,37,26725,independent,alternative,13
442,45,38,26726,independent,alternative,7
305,44,42,26727,independent,alternative,8
360,39,39,26728,independent,alternative,9
367,42,40,26729,independent,alternative,11
357,44,42,26730,independent,alternative,11
304,30,35,26731,independent,alternative,8
270,39,35,26732,independent,alternative,12
386,36,38,26733,independent,alternative,13
349,39,37,26734,independent,alternative,12
361,40,42,26735,independent,alternative,8
365,32,35,26736,independent,alternative,11
378,37,43,26737,independent,alternative,10
308,46,37,26738,independent,alternative,9
353,31,35,26739,independent,alternative,7
260,36,34,26740,independent,alternative,8
312,34,30,26741,independent,alternative,7
299,34,36,26742,independent,alternative,10
382,42,34,26743,independent,alternative,6
293,35,34,26744,independent,alternative,12
408,45,42,26745,independent,alternative,8
300,36,41,26746,independent,alternative,14
331,37,36,26747,independent,alternative,13
293,38,41,26748,independent,alternative,7
365,36,41,26749,independent,alternative,6
361,41,34,26750,independent,alternative,10
322,34,38,26751,independent,alternative,14
282,30,28,26752,independent,alternative,13
400,40,30,26753,independent,alternative,8
361,41,44,26754,independent,alternative,7
424,46,37,26755,independent,alternative,11
326,34,48,26756,independent,alternative,6
255,32,32,26757,independent,alternative,9
335,41,37,26758,independent,alternative,13
325,37,34,26759,independent,alternative,13
354,33,40,26760,independent,alternative,10
423,50,42,26761,independent,alternative,9
337,29,36,26762,independent,alternative,13
364,39,39,26763,independent,alternative,14
335,37,33,26764,independent,alternative,13
330,31,37,26765,independent,alternative,9
313,33,35,26766,independent,alternative,10
312,36,44,26767,independent,alternative,13
331,34,37,26768,independent,alternative,7
273,29,32,26769,independent,alternative,8
350,42,47,26770,independent,alternative,12
343,32,39,26771,independent,alternative,11
335,35,36,26772,independent,alternative,10
368,39,34,26773,independent,alternative,6
274,30,34,26774,independent,alternative,10
336,37,44,26775,independent,alternative,6
352,39,39,26776,independent,alternative,9
377,32,38,26777,independent,alternative,11
446,47,43,26778,independent,alternative,13
317,38,39,26779,independent,alternative,12
396,38,45,26780,independent,alternative,10
394,45,39,26781,independent,alternative,11
371,31,36,26782,independent,alternative,7
304,34,32,26783,independent,alternative,7
351,34,40,26784,independent,alternative,6
350,43,37,26785,independent,alternative,13
361,39,38,26786,independent,alternative,12
316,34,46,26787,independent,alternative,8
303,35,37,26788,independent,alternative,12
317,35,29,26789,independent,alternative,12
358,36,29,26790,independent,alternative,6
338,31,27,26791,independent,alternative,9
317,34,37,26792,independent,alternative,11
340,36,30,26793,independent,alternative,14
348,33,36,26794,independent,alternative,6
358,32,34,26795,independent,alternative,9
342,33,37,26796,independent,alternative,8
361,37,41,26797,independent,alternative,8
252,34,36,26798,independent,alternative,8
338,38,38,26799,independent,alternative,6
369,35,34,26800,independent,alternative,7
329,32,36,26801,independent,alternative,14
352,36,42,26802,independent,alternative,8
330,41,36,26803,independent,alternative,13
296,32,40,26804,independent,alternative,13
371,44,37,26805,independent,alternative,10
355,36,38,26806,independent,alternative,8
351,42,37,26807,independent,alternative,8
357,42,37,26808,independent,alternative,10
378,45,39,26809,independent,alternative,12
356,36,37,26810,independent,alternative,13
430,38,43,26811,independent,alternative,12
359,31,35,26812,independent,alternative,11
346,43,45,26813,independent,alternative,9
334,36,37,26814,independent,alternative,6
351,40,41,26815,independent,alternative,12
356,46,35,26816,independent,alternative,6
324,40,42,26817,independent,alternative,11
411,44,36,26818,independent,alternative,6
326,30,36,26819,independent,alternative,10
382,40,43,26820,independent,alternative,8
388,42,41,26821,independent,alternative,7
328,33,38,26822,independent,alternative,10
345,42,33,26823,independent,alternative,8
286,32,30,26824,independent,alternative,6
322,36,35,26825,independent,alternative,6
405,37,43,26826,independent,alternative,8
353,36,37,26827,independent,alternative,13
349,38,41,26828,independent,alternative,7
324,37,44,26829,independent,alternative,13
402,42,42,26830,independent,alternative,14
365,37,43,26831,independent,alternative,7
366,37,33,26832,independent,alternative,13
330,38,37,26833,independent,alternative,7
333,37,35,26834,independent,alternative,8
371,31,33,26835,independent,alternative,14
321,35,38,26836,independent,alternative,10
264,28,34,26837,independent,alternative,7
306,27,29,26838,independent,alternative,7
286,42,31,26839,independent,alternative,10
365,37,37,26840,independent,alternative,11
350,42,48,26841,independent,alternative,14
317,36,37,26842,independent,alternative,12
336,29,34,26843,independent,alternative,7
346,39,30,26844,independent,alternative,6
381,42,40,26845,independent,alternative,6
345,38,43,26846,independent,alternative,11
319,49,40,26847,independent,alternative,13
380,41,37,26848,independent,alternative,14
359,36,32,26849,independent,alternative,10
360,34,34,26850,independent,alternative,11
303,32,39,26851,independent,alternative,7
295,41,33,26852,independent,alternative,7
396,39,47,26853,independent,alternative,6
360,34,33,26854,independent,alternative,9
291,31,30,26855,independent,alternative,11
395,36,38,26856,independent,alternative,11
311,34,45,26857,independent,alternative,12
358,35,38,26858,independent,alternative,11
380,42,36,26859,independent,alternative,11
356,40,38,26860,independent,alternative,14
360,36,34,26861,independent,alternative,7
387,44,39,26862,independent,alternative,14
319,39,42,26863,independent,alternative,8
315,38,38,26864,independent,alternative,12
330,35,36,26865,independent,alternative,9
312,36,37,26866,independent,alternative,14
287,31,33,26867,independent,alternative,6
366,38,43,26868,independent,alternative,10
381,32,33,26869,independent,alternative,13
371,38,31,26870,independent,alternative,9
