net_tfa,age,inc,educ,fsize,marr,twoearn,db,pira,hown,e401
19679,49,5.892,13,4,1,1,1,0,1,1
5168,50,6.4026,12,2,1,1,1,0,0,1
59400,38,2.922,15,3,1,1,0,0,1,1
4799,62,3.0558,12,4,1,1,1,0,1,1
1574,38,3.3345,12,4,1,1,0,0,1,1
49,26,2.034,14,1,0,0,1,0,0,1
77875,58,6.6987,12,2,1,1,1,1,1,1
7804,47,4.4244,12,5,1,1,0,1,0,1
73300,47,5.5107,16,4,1,1,1,1,1,1
-1388,34,1.7955,12,4,1,1,0,0,1,1
16700,31,2.9562,17,1,0,0,0,0,0,1
3200,41,1.1106,12,1,0,0,0,0,0,1
167000,45,10.1496,16,1,0,0,1,1,0,1
43,46,3.8061,13,1,0,0,0,0,0,1
26877,49,5.6877,12,3,1,1,1,1,1,1
398241,35,15.3018,16,2,1,1,0,1,1,1
79500,41,8.9952,18,4,1,1,1,1,1,1
4900,50,3.8595,14,4,1,1,0,1,1,1
27999,57,1.7484,12,3,0,0,0,0,1,1
-21548,27,3.9981,14,2,1,1,0,0,0,1
144498,62,5.0373,12,2,1,0,0,1,1,1
92375,57,2.6142,12,1,0,0,0,1,1,1
579,32,2.2383,12,4,1,1,1,0,0,1
264,60,2.0388,11,2,1,0,0,1,1,1
25130,35,4.992,12,2,1,1,1,1,1,1
51011,55,7.4688,13,4,1,1,0,1,1,1
4850,35,2.6241,12,1,0,0,0,1,1,1
-8860,38,5.007,14,5,1,1,0,0,1,1
5000,28,6.8142,16,3,1,1,0,0,1,1
-13201,27,5.4708,18,2,1,1,1,0,0,1
6227,52,3.015,8,2,1,1,1,0,1,1
141300,53,13.9938,18,4,1,1,0,1,1,1
10074,50,6.3846,17,5,1,1,1,0,1,1
60,63,2.2299,12,3,0,0,1,0,1,1
600,25,2.52,12,4,1,1,0,0,1,1
114000,44,4.8966,12,4,1,1,0,1,1,1
3710,42,2.4237,12,1,0,0,0,0,0,1
36800,48,6.8673,12,3,1,1,1,0,1,1
7955,55,2.076,12,1,0,0,1,0,0,1
9614,43,4.5384,12,4,1,1,1,0,0,1
30900,26,3.6459,14,4,1,1,0,0,0,1
17499,54,2.13,12,1,0,0,1,0,1,1
11000,38,6.0225,12,4,1,1,0,0,1,1
-5200,50,2.3136,12,1,0,0,1,0,0,1
2547,37,5.7234,12,3,1,1,1,0,1,1
5500,29,3.6,16,1,0,0,0,1,0,1
1380,41,4.2213,9,5,1,0,0,1,1,1
15100,40,7.422,12,5,1,1,0,0,1,1
35050,37,1.7286,16,3,0,0,0,0,1,1
-50,27,3.8322,12,3,1,1,1,0,1,1
14500,39,2.1576,18,1,0,0,1,1,1,1
52624,55,5.3454,13,2,1,1,1,1,1,1
33910,42,8.2035,12,5,1,1,0,0,0,1
14000,36,10.4661,16,3,1,1,0,1,1,1
4015,60,2.9148,13,3,1,1,0,0,1,1
-10115,34,4.92,12,3,1,1,0,0,1,1
15900,41,5.2845,14,2,1,1,0,0,1,1
132800,60,4.9944,16,1,0,0,1,1,0,1
44600,46,2.4906,17,1,0,0,1,0,1,1
12230,33,6.336,18,5,1,1,0,0,1,1
9000,33,5.8572,12,4,1,1,1,0,1,1
13705,33,4.32,14,3,1,1,0,0,1,1
17147,46,4.158,16,2,0,0,1,1,0,1
5800,39,5.04,18,2,0,0,0,0,0,1
44310,53,1.6002,13,1,0,0,0,0,0,1
40527,29,6.1161,14,1,0,0,1,0,1,1
13100,39,6.4359,16,4,1,1,0,0,1,1
21589,59,2.556,12,1,0,0,0,0,1,1
-7500,34,1.3101,12,1,0,0,1,0,0,1
-9705,35,5.9187,13,3,1,1,0,0,1,1
120700,54,3.1896,17,1,0,0,0,0,1,1
81500,61,5.1288,12,2,1,0,0,1,1,1
-7610,29,4.3521,13,3,1,1,0,0,1,1
2200,27,2.976,16,4,1,1,0,0,0,1
42114,41,5.8368,17,5,1,1,1,1,1,1
-5000,50,1.224,12,2,0,0,0,0,1,1
2100,26,1.6203,14,1,0,0,1,0,0,1
227000,35,13.53,17,3,1,1,0,1,1,1
-541,26,1.3275,13,3,1,1,0,0,0,1
65000,64,3.9537,10,2,1,0,1,0,1,1
-14800,56,7.2129,18,4,1,1,1,0,1,1
27240,45,4.6521,14,1,0,0,1,1,0,1
99329,58,8.9988,16,2,1,1,1,1,1,1
62707,45,5.5446,14,4,1,1,0,0,1,1
6000,37,1.803,12,1,1,0,1,0,0,1
-250,40,3.5064,12,5,1,1,1,0,1,1
-6400,38,4.7784,11,4,1,1,1,0,1,1
13840,39,6.4797,12,6,1,1,1,0,1,1
-105,35,8.6811,14,4,1,1,0,0,1,1
835,47,4.1361,13,2,1,1,0,0,0,1
11509,29,4.4805,14,3,1,1,0,1,1,1
15630,48,12.1701,15,2,1,1,1,0,1,1
-200,28,2.3316,18,1,0,0,1,0,1,1
-5500,26,1.8666,12,3,1,1,0,0,0,1
80060,42,7.1478,16,1,0,0,1,1,1,1
22772,53,5.5725,12,2,1,1,0,0,1,1
5300,58,3.8979,12,2,1,1,0,0,1,1
124100,35,3.2874,16,1,0,0,0,0,1,1
4626,39,1.2444,12,2,1,0,0,1,0,1
45,29,1.44,11,4,1,0,0,0,0,1
10708,29,7.365,14,2,1,1,0,0,1,1
-3200,44,3.5652,18,2,0,0,1,0,1,1
41400,44,7.356,12,4,1,1,1,0,1,1
8420,41,5.7252,12,4,1,1,0,0,1,1
35077,35,6.9789,14,3,1,1,1,0,1,1
18000,50,2.0373,13,2,0,0,1,0,1,1
-8219,43,4.8426,8,3,1,1,0,0,1,1
950,30,2.7927,12,4,1,1,0,0,0,1
108600,43,4.7796,11,4,1,0,0,1,1,1
7640,25,1.4028,12,2,1,1,0,1,0,1
1500,25,3.096,12,1,0,0,0,0,0,1
-16200,29,1.788,16,2,1,1,0,0,0,1
36500,34,6.9942,16,3,1,1,1,0,1,1
-5300,42,2.1612,12,2,0,0,1,0,0,1
23198,38,5.5992,14,5,1,1,0,1,1,1
16050,51,4.2606,11,2,1,1,1,0,1,1
-758,49,3.7833,12,3,1,1,1,0,1,1
-1801,28,2.01,12,1,0,0,1,0,0,1
58249,27,4.5963,13,2,1,1,0,0,1,1
27650,34,2.037,15,3,0,0,1,0,1,1
2000,28,4.779,13,3,1,1,0,0,1,1
27407,54,3.9888,18,1,0,0,1,1,1,1
6000,46,5.2365,12,2,1,1,0,0,1,1
-2050,48,2.1969,14,1,0,0,1,0,1,1
6400,50,5.0013,12,2,1,1,1,1,1,1
12600,39,3.153,16,1,0,0,0,0,1,1
-6190,49,3.1176,12,1,0,0,1,0,1,1
-1720,42,4.1607,16,3,1,1,1,1,1,1
37292,53,8.0676,12,2,1,0,0,1,1,1
28000,36,6.78,17,2,1,1,0,0,1,1
1334,54,6.9282,18,2,1,1,1,0,1,1
10269,35,2.9427,12,1,0,0,1,0,0,1
18450,46,7.0815,14,4,1,1,1,1,1,1
3306,28,4.2411,12,2,0,0,0,0,1,1
19700,56,3.252,2,3,1,1,0,1,1,1
38800,47,4.587,14,2,1,1,0,1,1,1
-11010,25,3.42,13,3,1,1,0,0,1,1
106825,42,11.3076,17,4,1,0,0,1,1,1
35860,36,4.8135,16,4,1,0,0,0,1,1
1300,37,0.6168,12,5,0,0,0,0,1,1
124600,53,7.3278,14,2,1,0,0,1,1,1
500,56,1.149,13,2,0,0,0,0,1,1
22500,50,5.8896,16,3,0,0,1,1,1,1
-30000,30,3.327,17,3,1,1,0,0,1,1
4700,30,4.4352,13,4,1,1,0,1,1,1
3880,26,3.4518,12,3,1,1,0,0,1,1
37800,57,1.152,14,3,0,0,1,1,1,1
1000,38,2.0163,15,1,0,0,1,0,0,1
45500,33,4.6035,18,1,0,0,0,0,1,1
-2801,36,3.327,10,8,1,0,0,0,1,1
65398,60,3.3663,12,2,1,1,1,1,1,1
17080,32,7.743,12,4,1,1,0,1,1,1
-2800,34,4.4043,17,4,1,1,0,0,1,1
37100,38,2.706,13,3,0,0,1,0,1,1
-50,52,1.4805,12,1,0,0,1,0,1,1
14740,39,4.488,12,4,1,1,1,0,1,1
15000,37,9.498,15,2,1,1,0,0,1,1
14120,56,7.4385,12,3,1,1,1,1,1,1
11760,27,2.6523,16,3,1,0,0,1,1,1
-1430,27,1.2789,16,2,0,0,1,0,1,1
-5900,47,4.08,12,1,0,0,0,0,0,1
-5075,52,3.1998,12,2,1,1,1,0,0,1
3675,28,2.4348,12,3,0,0,1,1,0,1
-3600,54,2.937,8,4,1,0,0,0,1,1
15399,29,4.0776,16,4,1,1,0,0,1,1
-4735,25,2.2104,14,1,0,0,0,0,0,1
66300,42,4.3032,13,1,0,0,0,1,0,1
10800,36,11.0985,16,4,1,1,0,0,1,1
900,39,0.96,10,3,0,0,1,0,1,1
13600,62,9.0726,14,2,1,1,1,1,1,1
34850,44,6.6381,12,3,1,1,0,0,1,1
56560,39,4.9689,12,4,1,0,0,0,1,1
1249,58,1.5207,8,1,0,0,1,0,1,1
-12000,37,4.92,18,4,1,1,0,0,1,1
-3800,30,6.27,18,4,1,1,1,0,1,1
21349,54,5.3184,12,2,1,1,1,0,1,1
74600,38,5.1528,18,6,1,1,1,0,1,1
-3100,29,2.5908,13,3,1,0,0,0,1,1
13999,31,4.02,12,3,1,1,0,0,1,1
-148500,29,1.815,12,2,1,0,0,0,0,1
1000,38,9.9789,15,4,1,1,0,0,1,1
42711,38,5.4081,12,4,1,0,0,1,1,1
74700,60,4.2432,12,3,0,0,1,1,1,1
110350,50,9.9084,14,2,1,1,1,1,1,1
27500,59,6.879,16,5,1,1,1,1,1,1
-15720,27,3,18,1,0,0,0,0,0,1
-11400,33,3.4671,16,1,0,0,0,0,0,1
13515,52,4.1184,10,2,1,1,1,1,1,1
-4245,26,3.3363,12,4,1,1,0,0,1,1
8850,52,3.0102,16,3,1,1,1,0,1,1
61698,49,6.7764,12,3,1,0,0,1,1,1
81348,34,8.877,16,4,1,1,1,0,1,1
35400,39,3.693,14,3,0,0,0,0,0,1
102619,43,5.415,14,3,1,1,0,1,1,1
7100,41,7.26,17,4,1,1,1,0,1,1
8814,25,3.6531,17,1,0,0,1,0,0,1
278303,40,10.4502,16,5,1,0,0,1,1,1
29500,31,6.264,16,2,1,1,0,1,1,1
74289,36,8.5689,13,2,1,1,1,1,1,1
57775,36,6.9003,16,4,1,1,1,0,1,1
112361,48,6.8538,16,1,0,0,1,0,1,1
23380,33,4.5201,17,4,1,1,0,0,1,1
-3675,46,4.4553,13,2,1,1,1,0,1,1
12150,32,4.362,14,3,1,0,0,0,1,1
55800,30,7.8174,18,3,1,1,1,1,1,1
200,42,2.8245,18,2,1,1,1,0,0,1
-2055,26,1.7619,14,1,0,0,1,0,0,1
78559,58,6.2766,13,2,1,1,1,1,1,1
83300,43,7.77,12,5,1,1,1,0,1,1
19500,59,6.7488,12,4,1,1,0,0,1,1
9549,55,4.4184,9,3,1,1,0,0,1,1
135196,44,15.8721,16,3,1,1,1,1,1,1
-3900,43,1.8246,12,5,1,0,0,0,1,1
-1000,35,4.1886,12,2,0,0,0,0,1,1
22100,42,7.7706,12,5,1,0,0,0,1,1
38500,41,2.4594,18,1,0,0,0,0,0,1
1098624,37,5.5263,16,3,0,0,1,1,1,1
7600,36,4.0515,12,3,1,0,0,1,1,1
1865,40,4.5279,13,3,1,1,1,0,0,1
30949,31,5.31,12,1,0,0,1,1,1,1
64337,49,11.1372,15,2,1,1,0,1,1,1
-9380,42,9.6864,12,3,1,1,0,0,0,1
19400,54,4.05,15,2,0,0,0,0,1,1
8111,55,1.8375,12,3,1,0,0,0,1,1
202075,29,14.877,16,2,1,1,1,1,1,1
98175,57,9.0525,12,4,1,0,1,1,1,1
5600,52,1.2954,12,5,0,0,1,0,1,1
19949,48,2.6925,14,4,0,0,1,1,1,1
49000,44,5.025,18,2,0,0,0,1,1,1
-10559,32,5.3364,12,4,1,1,0,0,0,1
24550,46,6.6576,18,1,0,0,1,0,1,1
20100,52,9.1992,13,8,1,1,1,0,1,1
13202,39,4.0392,11,6,1,1,0,0,1,1
47999,28,5.73,18,4,1,1,1,0,1,1
5100,35,3.408,8,6,1,1,0,0,1,1
10300,32,5.5602,16,4,1,1,1,0,1,1
9040,44,3.1665,9,4,1,1,0,0,1,1
35914,33,10.0563,18,3,1,1,0,1,1,1
-578,36,3.4392,13,4,1,1,1,0,0,1
6505,41,3.0321,12,6,1,1,1,0,1,1
-300,43,3.9261,12,3,1,1,0,0,1,1
34999,38,1.485,12,5,1,0,0,0,1,1
79100,30,4.743,16,2,0,0,1,1,1,1
13250,44,4.5927,14,3,1,1,1,0,1,1
484198,49,16.92,17,2,1,1,0,1,1,1
1606,31,2.3367,14,3,0,0,1,0,0,1
-4960,58,1.467,12,2,1,0,0,0,1,1
350,34,2.4891,18,3,1,1,1,0,0,1
52499,38,2.9952,16,1,0,0,0,1,0,1
51499,61,2.808,12,4,0,0,1,1,1,1
2000,34,3.1722,12,3,1,1,0,0,1,1
12999,54,1.8144,12,3,0,0,1,1,1,1
27700,51,10.3848,17,4,1,1,1,1,1,1
4000,35,11.79,12,3,1,1,1,0,0,1
32000,44,7.0125,16,2,0,0,0,1,1,1
55200,42,5.0064,13,3,1,0,0,0,1,1
104856,59,9.9318,15,6,1,1,1,1,1,1
28300,30,3.594,13,4,1,0,0,0,1,1
99900,50,8.4069,12,4,1,1,0,1,1,1
7650,27,2.8458,16,1,0,0,0,0,0,1
12203,35,3.9876,12,3,1,1,1,0,1,1
8200,38,5.0574,12,6,1,1,0,0,1,1
-12400,39,4.05,12,1,0,0,1,0,0,1
14499,48,3.69,18,1,0,0,0,0,1,1
69000,34,10.794,16,4,1,0,0,1,1,1
26499,49,0.7209,16,1,0,0,1,0,0,1
-64,47,2.0568,14,2,1,0,0,0,1,1
69000,51,10.764,16,2,1,1,1,1,1,1
1200,27,1.803,12,2,0,0,0,0,0,1
30340,41,2.6316,14,3,0,0,0,0,1,1
-4150,44,4.5468,12,7,1,1,0,0,1,1
3050,48,3.4452,9,6,1,1,0,0,1,1
17500,46,3.612,12,3,1,0,0,0,1,1
-200,43,2.4378,12,4,0,0,1,0,1,1
31900,41,5.82,16,6,1,1,0,1,1,1
7500,40,1.5387,12,1,0,0,1,0,0,1
12400,45,3.639,16,1,0,0,0,1,0,1
-813,45,4.2534,12,3,1,1,0,1,1,1
0,43,2.28,12,2,1,0,0,0,0,1
2000,36,8.6403,14,3,1,1,1,0,1,1
43536,62,5.5128,18,2,1,0,1,1,1,1
-4850,36,2.31,16,2,0,0,1,0,0,1
11600,31,3,15,2,1,1,0,1,0,1
200,35,3.894,16,2,1,1,0,0,1,1
43150,58,4.2888,12,3,0,0,1,0,1,1
69300,58,5.4516,12,4,1,1,1,0,1,1
2750,30,3.012,18,1,0,0,0,0,1,1
950,35,3.1626,16,1,0,0,0,0,0,1
15348,42,5.3391,16,1,0,0,1,1,1,1
9266,42,4.2192,13,4,1,1,0,1,1,1
15900,28,4.146,12,4,1,1,1,0,1,1
502,38,1.5126,12,1,0,0,1,0,0,1
43175,45,5.415,18,1,0,0,1,1,1,1
-985,43,1.401,12,2,1,1,0,0,1,1
9200,32,4.818,16,1,0,0,0,0,1,1
19099,34,4.8219,12,3,1,1,0,0,1,1
4200,61,3.8412,12,4,1,0,0,0,1,1
-3750,42,2.8845,16,2,1,0,1,0,1,1
120097,55,4.0641,12,2,1,1,0,1,1,1
22200,49,4.2915,18,1,0,0,1,0,1,1
-3000,38,5.2236,16,6,1,1,0,0,1,1
-14700,35,6.6225,12,4,1,1,0,0,1,1
3049,38,2.6964,14,4,1,0,0,0,1,1
4499,34,3.4557,16,2,1,1,0,0,1,1
50500,47,7.8,16,5,1,1,1,0,1,1
-10500,31,12.9621,18,2,1,1,0,0,1,1
24100,37,3.2865,16,3,1,1,0,1,1,1
-16900,40,8.6868,16,3,1,1,1,0,1,1
1972,26,5.9139,16,2,1,1,1,0,1,1
2799,60,1.485,8,1,0,0,1,0,1,1
57599,36,7.41,16,3,1,0,0,1,1,1
-2100,52,2.1675,12,3,1,1,0,0,1,1
20240,33,4.6002,16,7,1,0,0,1,1,1
42300,43,2.9688,12,5,1,1,1,0,1,1
-2825,36,5.688,12,1,0,0,1,0,1,1
108998,53,5.349,10,3,1,1,0,0,1,1
8400,38,3.1077,14,4,0,0,1,0,1,1
15650,58,1.62,13,2,0,0,1,0,1,1
29122,55,2.1216,13,1,0,0,1,1,0,1
11750,39,7.1829,12,4,1,0,0,0,1,1
-10475,32,2.8434,16,4,1,1,0,0,1,1
-3800,41,1.914,17,2,0,0,0,0,1,1
-1907,39,2.3259,12,4,1,1,1,0,1,1
-42964,43,2.3412,16,1,0,0,1,0,0,1
44500,36,4.7556,14,4,1,1,1,1,1,1
14400,49,3.831,14,1,0,0,1,0,0,1
6778,43,5.484,16,4,1,1,0,0,1,1
8799,36,6.5097,18,4,1,1,1,0,1,1
8412,46,3.342,16,2,0,0,1,0,0,1
1999,33,3.1203,12,4,1,1,0,0,1,1
177000,44,13.3596,12,3,1,0,0,1,1,1
5400,32,3.4215,16,4,1,0,0,0,0,1
-5119,31,1.8909,12,1,0,0,0,0,0,1
300,38,4.206,14,1,0,0,1,0,0,1
29925,45,4.872,12,3,1,1,0,0,1,1
371901,50,10.7301,14,3,1,1,1,1,1,1
81323,44,5.1294,16,4,1,0,0,1,1,1
9799,44,4.209,13,3,1,1,0,0,1,1
-2000,26,2.64,14,1,0,0,0,0,0,1
-1000,38,2.832,14,3,1,0,0,0,1,1
33700,54,5.3862,18,3,1,1,0,0,1,1
15627,34,5.8881,12,5,1,0,0,0,1,1
-5547,38,2.097,12,3,0,0,0,0,1,1
4200,41,3.6975,13,6,1,0,0,0,1,1
2699,41,3.7917,12,4,1,1,1,0,1,1
29650,33,7.125,15,4,1,1,1,1,1,1
9325,36,4.3305,12,4,1,1,1,1,1,1
4766,33,5.2737,13,2,1,1,0,1,0,1
-5500,37,4.4754,18,1,0,0,0,0,1,1
242674,52,7.0872,12,2,1,1,0,1,1,1
26950,34,5.4879,14,5,1,1,0,1,1,1
413,51,4.0581,12,4,1,1,0,0,1,1
-5800,36,5.2557,13,4,1,1,0,0,1,1
5,34,1.755,16,1,0,0,1,0,0,1
2750,36,2.88,12,4,1,0,0,0,0,1
7920,36,4.521,14,6,1,0,1,0,1,1
-3490,36,3.5196,10,2,0,0,1,0,1,1
112749,39,3.1845,13,3,1,0,0,0,0,1
19799,61,2.8194,12,2,1,1,0,0,1,1
-1300,26,1.6068,13,2,0,0,1,0,0,1
4499,50,3.0138,12,4,1,1,1,0,1,1
600,30,2.421,16,1,0,0,0,0,0,1
-5501,33,6.366,13,2,1,1,0,0,0,1
499,55,1.7913,14,1,0,0,1,0,0,1
249,33,3.1014,14,1,0,0,1,0,1,1
-18000,55,1.326,12,1,0,0,1,0,0,1
-8300,38,2.9046,12,5,1,0,0,0,1,1
36500,37,2.5002,13,3,0,0,0,0,0,1
-301,29,5.7096,14,3,1,1,0,1,1,1
34000,34,2.9376,14,1,0,0,1,0,1,1
-268,41,2.0028,16,2,0,0,0,0,0,1
16200,36,3.3738,12,5,1,1,0,0,1,1
50248,50,3.4545,13,2,1,1,0,0,0,1
-451,42,2.7261,12,4,1,1,0,0,1,1
42800,45,6.861,17,4,1,1,0,0,1,1
0,51,1.632,12,10,1,0,0,0,0,1
31847,29,5.2236,17,4,1,1,1,1,1,1
151548,56,5.5167,1,4,1,0,0,1,1,1
3899,49,7.5384,12,5,1,1,1,1,0,1
4250,52,8.5839,16,2,0,0,1,0,1,1
14500,49,5.259,12,2,1,1,1,0,1,1
100,32,3.6,12,3,1,0,1,0,0,1
144426,45,13.8441,16,2,1,1,1,1,1,1
12650,41,6.4245,12,4,1,1,1,1,1,1
1400,36,3.675,18,4,0,0,1,0,0,1
1934,34,3.0543,14,3,0,0,1,0,1,1
20000,39,5.97,18,3,1,1,1,0,1,1
15999,61,2.418,8,2,0,0,1,0,1,1
72000,37,6.7509,17,5,1,0,0,1,1,1
79700,56,5.4132,17,1,0,0,1,0,0,1
22610,37,6.5667,12,4,1,1,0,1,0,1
0,30,2.7414,14,4,1,1,0,0,0,1
4449,58,4.2642,12,3,1,1,0,0,1,1
8009,62,2.1924,12,2,1,0,0,1,1,1
-4452,27,4.5747,12,4,1,1,0,0,0,1
38300,31,6.2865,16,2,1,1,0,1,1,1
2640,32,1.845,12,1,0,0,0,0,0,1
16000,60,0,4,6,1,1,0,0,1,1
-2051,28,2.5317,12,3,1,1,0,1,1,1
-2650,28,2.0529,12,1,0,0,1,0,0,1
7456,30,6.6123,16,4,1,1,1,0,1,1
37400,55,5.7672,12,3,1,1,0,0,1,1
-2350,30,4.6416,18,1,0,0,1,0,1,1
178935,63,3.8307,14,1,0,0,0,1,1,1
17500,36,5.5305,15,3,1,1,0,1,1,1
-1600,54,1.3362,10,1,1,0,1,0,1,1
26500,34,5.5782,16,1,0,0,0,1,1,1
1323,34,2.412,9,3,0,0,0,0,1,1
19431,38,5.6028,14,4,1,1,1,0,1,1
18930,43,2.808,12,5,1,0,0,0,1,1
327,26,2.8683,12,3,1,0,0,0,0,1
298000,58,20.0997,17,3,1,1,1,1,1,1
19515,47,5.2437,17,4,1,0,0,0,1,1
5636,43,6.2778,12,4,1,1,1,0,1,1
171850,47,6.2553,12,6,1,0,0,1,1,1
37348,55,3.672,8,2,1,1,0,1,1,1
15899,38,2.0796,14,1,0,0,1,1,0,1
38100,35,9.03,18,3,1,1,1,1,1,1
725,41,1.275,13,6,1,1,1,0,0,1
15250,35,3.105,15,3,1,0,0,0,1,1
-2450,27,4.8798,12,1,1,0,1,0,0,1
25570,39,1.9806,14,4,1,1,1,0,1,1
6444,43,3.0318,13,1,0,0,1,0,1,1
40949,50,4.5045,14,1,0,0,1,1,1,1
30000,44,3.9786,14,3,0,0,0,1,1,1
70349,61,3.8754,12,5,1,1,1,1,1,1
17600,37,5.943,13,4,1,0,0,0,1,1
3559,39,3.4596,14,4,0,0,1,0,1,1
10280,26,4.9362,16,2,1,0,1,1,1,1
1500,59,1.734,10,4,1,1,0,0,1,1
13700,53,4.6824,13,2,1,1,0,1,0,1
950,44,1.9173,12,1,0,0,0,0,0,1
-3070,43,1.5444,16,7,0,0,1,0,1,1
28361,37,4.1439,14,1,0,0,0,0,0,1
25600,32,5.7363,18,3,1,1,1,0,1,1
3300,48,1.9263,12,5,1,0,0,0,0,1
33500,34,8.0694,10,3,1,0,0,0,1,1
70899,49,9.1362,16,3,1,1,0,1,1,1
26299,46,5.7678,12,2,0,0,0,0,0,1
94050,48,1.7547,10,2,0,0,1,1,1,1
74972,41,8.6847,16,5,1,1,0,1,1,1
200,26,1.9548,12,1,0,0,1,0,0,1
-3424,26,3.4356,11,4,1,0,0,0,1,1
0,53,1.0761,12,1,0,0,0,0,0,1
63595,54,5.0646,12,3,1,1,0,0,0,1
-1126,36,3.9366,13,4,1,1,0,0,0,1
9223,56,2.7276,12,1,0,0,0,0,0,1
43999,42,3.3336,13,5,1,0,0,1,1,1
-3120,25,3.48,12,2,1,1,0,0,1,1
98900,57,8.169,18,4,1,1,0,1,1,1
-470,27,2.7966,16,2,1,1,0,0,1,1
20300,44,4.812,15,4,1,1,1,1,1,1
45399,52,4.9107,12,3,1,1,1,1,1,1
5999,56,5.4582,12,2,1,1,1,0,1,1
6100,30,1.875,12,4,0,0,1,0,0,1
500,29,1.281,12,1,0,0,0,0,0,1
-2650,25,4.2804,14,2,1,1,0,0,1,1
5500,48,6.2463,16,4,1,1,0,1,1,1
-2751,50,4.1715,12,4,1,0,0,0,1,1
-1,41,3.0654,12,3,1,1,0,0,1,1
15508,56,3.168,12,1,0,0,1,1,1,1
-3500,31,2.9937,12,6,1,0,0,0,1,1
70150,43,5.4585,18,2,0,0,0,0,1,1
-2000,40,3.285,13,3,0,0,1,0,0,1
-3682,40,4.5546,18,4,1,0,0,0,1,1
26421,45,3.0225,14,2,0,0,1,0,0,1
36270,56,4.779,12,3,1,1,1,1,1,1
44100,39,4.4529,18,1,0,0,1,0,1,1
10080,59,1.314,4,4,1,0,0,0,0,1
25800,46,4.1781,12,4,1,1,0,1,1,1
36199,45,3.012,12,1,0,0,1,0,1,1
-1950,33,1.8477,14,1,0,0,1,0,1,1
549,34,6.8817,15,5,1,1,0,0,1,1
61400,54,8.1282,18,1,0,0,1,1,1,1
49850,43,7.992,12,4,1,1,0,1,1,1
-4270,38,4.0488,16,4,1,0,0,0,1,1
1905,51,4.4292,12,8,1,1,0,0,1,1
-387,47,3.6906,12,4,1,1,0,0,1,1
-400,34,2.4144,12,3,1,0,1,0,1,1
828,47,4.4838,11,3,1,1,0,0,1,1
10900,42,2.478,18,3,0,0,1,0,1,1
2150,46,2.2638,12,2,0,0,1,0,0,1
-3070,34,2.4432,13,3,1,1,0,0,1,1
181500,47,5.658,12,2,1,0,0,1,1,1
-7001,45,7.23,14,5,1,1,0,0,1,1
76400,32,5.5542,16,2,1,1,1,1,1,1
13450,44,5.9235,12,4,1,1,0,1,1,1
8800,48,3.9312,10,2,1,1,0,0,1,1
3500,60,2.9784,12,1,0,0,1,0,1,1
690,49,2.7675,12,3,1,0,0,0,1,1
299,43,3.9204,12,2,0,0,1,0,0,1
-37,31,6.5844,16,4,1,1,1,0,1,1
6975,28,2.1534,13,3,1,1,0,0,0,1
26359,59,4.1082,12,2,1,1,1,1,1,1
71569,39,3.9705,13,4,1,1,0,1,1,1
6513,34,2.6865,13,3,0,0,0,0,0,1
5300,37,3.9255,16,2,0,0,1,0,0,1
29767,48,4.9701,12,4,1,1,0,1,1,1
-180,51,3.078,14,5,1,1,1,0,1,1
33350,46,1.5699,12,3,1,1,1,0,1,1
10250,27,5.334,13,2,1,1,1,0,1,1
6800,31,9.0996,18,1,0,0,0,1,0,1
522380,48,8.4063,16,5,1,1,0,1,1,1
3000,45,2.55,12,2,1,1,0,0,0,1
5249,35,2.3892,14,1,0,0,1,0,0,1
-500,36,3.8253,14,5,1,1,0,0,0,1
33567,46,6.3915,12,2,1,1,1,0,1,1
5500,26,4.215,18,1,0,0,0,0,0,1
778628,43,14.6577,13,5,1,0,0,1,1,1
17300,41,4.8732,12,4,1,1,0,0,1,1
121853,58,7.0971,18,1,0,0,1,1,1,1
43975,43,4.7094,14,4,1,0,0,0,1,1
250,32,3.5607,13,6,1,1,0,0,1,1
11400,58,7.383,15,6,1,0,0,1,1,1
31075,59,3.6342,13,1,0,0,1,0,1,1
-7850,48,2.7,13,2,1,0,0,0,0,1
-377,36,1.9302,12,1,0,0,0,0,1,1
11886,40,6.8388,14,4,1,1,1,0,1,1
13370,43,7.3194,16,4,1,1,0,1,1,1
2500,31,3.639,16,1,0,0,0,0,1,1
6957,53,5.109,15,3,1,0,0,1,1,1
25200,33,3.513,16,1,0,0,1,1,0,1
-6393,47,6.4656,17,4,1,1,1,0,1,1
-250,43,3.1209,10,2,1,0,0,0,1,1
32100,43,4.9596,13,3,1,1,1,1,1,1
179800,51,6.75,16,1,0,0,1,1,1,1
114000,53,15.6036,17,3,1,0,0,1,1,1
17199,50,4.8042,12,5,1,1,1,0,1,1
36450,51,7.6827,18,3,1,0,1,0,1,1
29692,36,3.2994,15,1,0,0,0,0,1,1
49099,56,11.4573,12,3,1,1,1,1,1,1
5940,31,5.592,18,4,1,1,0,1,1,1
-9500,34,5.196,13,2,1,0,0,0,1,1
-64,46,0.39,12,4,1,0,0,0,0,1
140,36,2.4045,18,1,0,0,1,0,1,1
440,49,6.1866,12,5,1,1,1,0,1,1
44963,37,3.8772,17,1,0,0,0,1,1,1
36600,61,2.9832,12,1,0,0,1,1,1,1
29999,41,2.4558,16,4,1,0,0,0,1,1
56700,36,7.0746,16,2,1,1,0,1,1,1
-11700,34,6.3606,13,2,1,1,1,0,1,1
