id,trans_after,revenue_after,test_coupon,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
10054,0,0,coupon,google,1,52.99,2,9,nothing
10055,0,0,coupon,google,0,0,1,17,nothing
10056,0,0,control,google,0,0,5,9,nothing
10057,0,0,coupon,google,2,119.98,1,20,nothing
10058,0,0,coupon,google,1,82.99,5,10,something
10059,0,0,control,google,3,55.99,0,12,nothing
10060,0,0,coupon,instagram,0,0,0,13,nothing
10061,0,0,coupon,google,1,52.99,2,1,nothing
10062,0,0,control,other,0,0,5,21,nothing
10063,0,0,control,instagram,1,128.98,1,25,nothing
10064,0,0,coupon,google,2,128.98,1,25,nothing
10065,0,0,coupon,facebook,0,0,1,15,nothing
10066,0,0,coupon,google,2,49.99,6,8,something
10067,0,0,control,google,0,0,1,12,nothing
10068,0,0,coupon,google,4,129.98,6,21,nothing
10069,0,0,control,instagram,4,74.99,3,19,something
10070,0,0,coupon,google,2,59.49,1,21,nothing
10071,0,0,control,instagram,0,0,0,28,nothing
10072,0,0,control,instagram,1,72.99,5,21,nothing
10073,0,0,control,google,8,63.99,7,22,something
10074,0,0,control,other,1,54.49,5,17,nothing
10075,2,102.384,coupon,facebook,13,63.99,3,15,nothing
10076,0,0,control,instagram,2,135.98,7,14,something
10077,0,0,coupon,google,1,66.99,0,16,nothing
10078,0,0,coupon,instagram,0,0,5,15,something
10079,0,0,control,google,3,191.96,5,13,nothing
10080,0,0,control,referral,0,0,6,23,nothing
10081,0,0,coupon,facebook,1,59.99,0,10,something
10082,0,0,coupon,google,1,52.99,5,25,nothing
10083,1,63.992,coupon,instagram,8,159.98,2,20,nothing
10084,0,0,control,google,3,73.99,0,7,nothing
10085,0,0,coupon,google,0,0,0,25,nothing
10086,0,0,control,referral,3,50.99,1,10,nothing
10087,0,0,control,google,3,71.49,1,8,nothing
10088,0,0,control,google,1,151.98,4,2,something
10089,0,0,coupon,google,5,51.99,5,16,something
10090,0,0,control,google,0,0,4,16,nothing
10091,0,0,control,google,0,0,5,13,nothing
10092,0,0,control,google,2,67.99,4,17,nothing
10093,0,0,coupon,instagram,3,66.99,5,9,nothing
10094,0,0,coupon,instagram,5,61.99,6,22,something
10095,0,0,control,instagram,3,51.49,3,9,nothing
10096,0,0,coupon,other,1,61.99,1,19,something
10097,0,0,coupon,instagram,1,61.99,3,23,nothing
10098,0,0,coupon,referral,0,0,1,16,nothing
10099,0,0,control,google,1,73.99,2,4,something
10100,0,0,coupon,facebook,0,0,6,11,something
10101,0,0,control,google,0,0,1,19,nothing
10102,0,0,control,referral,0,0,3,5,nothing
10103,0,0,coupon,instagram,0,0,2,25,nothing
10104,0,0,control,facebook,1,45.99,3,20,nothing
10105,0,0,coupon,google,1,128.98,5,10,something
10106,0,0,control,facebook,1,52.49,1,20,nothing
10107,1,46.792,coupon,google,6,58.49,2,13,nothing
10108,1,59.99,control,instagram,1,59.99,4,5,something
10109,0,0,control,facebook,3,124.98,4,8,something
10110,0,0,coupon,facebook,0,0,5,11,nothing
10111,0,0,coupon,google,1,153.98,6,18,nothing
10112,0,0,control,google,2,113.98,7,3,nothing
10113,0,0,control,google,0,0,6,2,nothing
10114,0,0,coupon,google,6,53.99,3,15,something
10115,1,46.792,coupon,google,12,116.98,0,20,nothing
10116,2,97.98,control,google,11,146.97,2,2,something
10117,0,0,coupon,instagram,1,52.99,1,11,nothing
10118,1,55.99,control,google,2,223.96,3,22,something
10119,0,0,control,google,0,0,7,11,nothing
10120,0,0,control,google,1,57.99,1,23,nothing
10121,0,0,coupon,facebook,0,0,2,7,nothing
10122,0,0,control,google,6,200.97,0,8,nothing
10123,0,0,coupon,google,1,145.98,7,5,something
10124,1,56.99,control,instagram,2,56.99,1,20,something
10125,0,0,coupon,instagram,0,0,5,19,nothing
10126,0,0,control,other,0,0,0,26,nothing
10127,0,0,control,google,0,0,2,15,nothing
10128,0,0,coupon,referral,0,0,3,20,nothing
10129,0,0,coupon,google,2,54.49,6,16,something
10130,0,0,control,google,0,0,2,9,nothing
10131,0,0,coupon,referral,2,61.99,4,3,nothing
10132,0,0,coupon,instagram,9,62.99,7,29,nothing
10133,0,0,coupon,facebook,7,133.98,0,16,something
10134,0,0,coupon,google,4,127.98,1,16,nothing
10135,0,0,control,google,1,115.98,5,16,something
10136,0,0,control,google,4,50.99,5,13,nothing
10137,1,42.49,control,instagram,7,42.49,2,4,something
10138,0,0,control,google,2,63.99,4,9,nothing
10139,0,0,control,instagram,0,0,3,15,nothing
10140,0,0,coupon,facebook,2,68.49,1,5,nothing
10141,0,0,control,facebook,0,0,5,16,nothing
10142,1,40.792,coupon,referral,1,101.98,5,14,nothing
10143,0,0,control,google,0,0,3,24,nothing
10144,0,0,control,instagram,0,0,3,10,something
10145,0,0,control,facebook,0,0,1,23,something
10146,0,0,coupon,instagram,0,0,1,22,nothing
10147,0,0,control,instagram,1,112.98,2,25,nothing
10148,0,0,coupon,google,1,164.98,3,11,something
10149,0,0,control,instagram,1,47.99,2,3,nothing
10150,0,0,coupon,facebook,0,0,2,30,nothing
10151,0,0,coupon,facebook,0,0,4,2,nothing
10152,0,0,control,google,0,0,4,10,something
10153,0,0,coupon,instagram,0,0,0,26,nothing
10154,0,0,control,instagram,1,35.99,5,6,nothing
10155,2,91.184,coupon,instagram,4,113.98,1,10,nothing
10156,0,0,coupon,google,1,68.99,5,14,nothing
10157,0,0,coupon,other,3,68.99,7,16,nothing
10158,0,0,coupon,instagram,4,61.49,4,10,nothing
10159,1,57.992,coupon,google,2,72.49,0,21,nothing
10160,0,0,control,google,0,0,6,23,nothing
10161,0,0,coupon,google,0,0,7,5,nothing
10162,0,0,control,instagram,5,108.98,5,17,nothing
10163,0,0,coupon,facebook,1,105.98,5,7,something
10164,0,0,coupon,facebook,1,97.98,4,12,nothing
10165,0,0,coupon,instagram,0,0,1,11,nothing
10166,0,0,coupon,instagram,1,70.49,7,24,nothing
10167,0,0,control,facebook,0,0,6,14,nothing
10168,0,0,coupon,instagram,4,119.97,3,3,nothing
10169,0,0,control,google,0,0,0,9,nothing
10170,1,42.392,coupon,google,18,105.98,2,20,nothing
10171,0,0,control,google,0,0,5,2,nothing
10172,0,0,control,instagram,2,61.99,2,11,nothing
10173,0,0,control,instagram,2,135.98,5,18,nothing
10174,0,0,control,referral,0,0,0,19,nothing
10175,0,0,coupon,instagram,3,65.99,1,31,nothing
10176,0,0,coupon,facebook,2,55.99,5,23,nothing
10177,0,0,coupon,google,3,55.49,1,17,nothing
10178,0,0,coupon,instagram,0,0,4,18,nothing
10179,2,137.584,coupon,instagram,3,85.99,0,1,something
10180,0,0,control,facebook,2,64.99,0,8,nothing
10181,0,0,control,google,0,0,3,14,nothing
10182,0,0,coupon,facebook,0,0,4,18,nothing
10183,0,0,coupon,facebook,0,0,5,1,nothing
10184,0,0,coupon,instagram,1,65.49,1,15,nothing
10185,0,0,control,facebook,8,63.49,4,21,nothing
10186,0,0,control,instagram,8,66.99,0,14,nothing
10187,0,0,coupon,google,0,0,4,13,nothing
10188,2,77.584,coupon,facebook,12,48.49,0,3,nothing
10189,2,119.98,control,facebook,7,59.99,4,2,something
10190,0,0,control,other,1,109.98,5,4,nothing
10191,0,0,control,instagram,1,57.49,0,10,nothing
10192,0,0,control,instagram,5,220.47,4,10,nothing
10193,0,0,control,facebook,3,55.49,5,21,nothing
10194,0,0,coupon,facebook,6,67.99,0,1,something
10195,0,0,control,facebook,1,117.98,7,5,something
10196,0,0,coupon,google,1,145.47,6,4,nothing
10197,0,0,control,facebook,1,62.49,2,6,nothing
10198,0,0,control,instagram,0,0,4,15,nothing
10199,1,81.99,control,instagram,10,163.98,0,19,something
10200,0,0,control,instagram,0,0,6,18,nothing
10201,0,0,coupon,referral,1,71.49,0,12,nothing
10202,0,0,control,google,1,143.97,6,9,something
10203,0,0,control,instagram,0,0,6,17,nothing
10204,0,0,coupon,instagram,0,0,1,9,nothing
10205,1,67.99,control,facebook,2,67.99,0,10,nothing
10206,0,0,coupon,instagram,0,0,3,20,nothing
10207,0,0,coupon,facebook,2,129.98,2,3,something
10208,0,0,control,google,1,52.49,2,10,nothing
10209,0,0,coupon,instagram,1,44.49,6,25,nothing
10210,0,0,coupon,google,8,64.99,6,2,nothing
10211,0,0,control,instagram,0,0,5,11,nothing
10212,0,0,control,google,0,0,4,17,nothing
10213,0,0,control,google,0,0,3,12,something
10214,0,0,coupon,google,0,0,2,7,nothing
10215,0,0,control,google,4,51.99,4,14,nothing
10216,0,0,control,google,4,55.99,2,10,nothing
10217,0,0,control,google,4,95.98,3,8,something
10218,0,0,coupon,facebook,4,55.49,6,4,nothing
10219,0,0,control,google,10,173.97,2,8,nothing
10220,0,0,control,instagram,0,0,7,8,nothing
10221,0,0,control,other,0,0,4,12,nothing
10222,0,0,control,facebook,0,0,5,24,nothing
10223,0,0,coupon,instagram,3,151.98,0,21,nothing
10224,0,0,coupon,google,2,72.99,2,2,something
10225,1,50.392,coupon,instagram,3,125.98,1,11,nothing
10226,0,0,coupon,instagram,1,57.99,1,1,something
10227,0,0,coupon,instagram,0,0,2,4,nothing
10228,3,167.97,control,instagram,4,55.99,1,20,something
10229,0,0,coupon,instagram,22,54.99,1,21,nothing
10230,0,0,control,google,0,0,6,5,nothing
10231,0,0,control,instagram,7,88.98,1,12,nothing
10232,0,0,control,google,0,0,5,21,something
10233,1,57.99,control,instagram,3,115.98,7,16,something
10234,0,0,coupon,google,1,54.49,1,18,nothing
10235,0,0,control,google,0,0,0,17,nothing
10236,1,63.99,control,facebook,1,63.99,0,23,something
10237,0,0,coupon,google,0,0,6,3,nothing
10238,0,0,control,google,3,65.99,7,25,nothing
10239,0,0,control,google,3,53.99,6,10,something
10240,0,0,control,google,6,63.99,3,20,nothing
10241,0,0,control,google,0,0,0,2,something
10242,0,0,control,google,0,0,6,5,nothing
10243,0,0,coupon,google,0,0,2,21,nothing
10244,1,57.592,coupon,facebook,1,143.98,5,11,something
10245,0,0,control,facebook,4,41.99,0,11,nothing
10246,0,0,coupon,other,0,0,3,7,something
10247,0,0,coupon,facebook,0,0,0,9,nothing
10248,0,0,control,facebook,1,60.99,4,3,nothing
10249,1,74.99,control,instagram,4,74.99,2,18,nothing
10250,0,0,control,google,0,0,3,26,nothing
10251,0,0,control,facebook,2,57.99,0,10,nothing
10252,0,0,control,instagram,0,0,1,14,nothing
10253,1,44.792,coupon,instagram,7,55.99,2,22,something
10254,0,0,coupon,instagram,5,75.49,7,15,nothing
10255,0,0,coupon,facebook,0,0,0,24,nothing
10256,0,0,control,instagram,1,54.99,4,18,nothing
10257,0,0,control,google,3,52.49,0,20,nothing
10258,0,0,coupon,facebook,1,83.98,5,1,nothing
10259,0,0,coupon,facebook,2,135.98,0,11,nothing
10260,1,49.592,coupon,other,0,0,2,29,nothing
10261,0,0,control,instagram,5,125.98,6,13,nothing
10262,2,120.98,control,facebook,9,60.49,5,10,nothing
10263,0,0,control,instagram,4,60.99,6,16,nothing
10264,0,0,coupon,google,4,99.98,6,10,nothing
10265,0,0,coupon,other,2,69.49,6,5,nothing
10266,0,0,coupon,instagram,2,149.98,4,18,nothing
10267,0,0,control,referral,1,43.99,3,22,nothing
10268,0,0,control,google,6,68.99,2,18,something
10269,0,0,coupon,instagram,1,107.98,0,11,nothing
10270,0,0,control,instagram,3,58.99,0,8,something
10271,0,0,control,google,0,0,5,15,nothing
10272,1,51.99,control,facebook,14,51.99,0,8,nothing
10273,0,0,coupon,referral,9,54.99,0,8,nothing
10274,0,0,coupon,google,6,55.49,2,10,nothing
10275,0,0,coupon,facebook,1,56.49,4,12,nothing
10276,0,0,coupon,google,3,53.99,5,24,something
10277,0,0,coupon,google,3,53.49,0,8,nothing
10278,0,0,control,facebook,0,0,6,21,nothing
10279,0,0,control,instagram,0,0,7,2,nothing
10280,0,0,coupon,instagram,4,145.98,5,22,nothing
10281,0,0,control,google,0,0,2,20,something
10282,0,0,coupon,google,8,226.47,4,16,nothing
10283,0,0,coupon,facebook,2,51.99,5,9,something
10284,0,0,control,facebook,4,71.49,5,11,something
10285,0,0,coupon,instagram,0,0,3,3,nothing
10286,0,0,coupon,instagram,2,215.97,0,17,nothing
10287,1,39.192,coupon,google,7,48.99,5,20,nothing
10288,0,0,coupon,google,0,0,0,11,nothing
10289,0,0,coupon,instagram,3,49.99,0,20,nothing
10290,0,0,control,facebook,1,62.99,7,2,nothing
10291,1,57.49,control,facebook,1,57.49,0,24,something
10292,0,0,coupon,instagram,3,87.99,6,11,nothing
10293,0,0,coupon,google,6,58.99,4,11,nothing
10294,0,0,coupon,instagram,3,68.99,0,17,nothing
10295,1,69.99,control,facebook,2,69.99,0,20,nothing
10296,0,0,coupon,instagram,0,0,4,21,nothing
10297,1,55.992,coupon,google,3,209.97,5,24,nothing
10298,1,50.792,coupon,other,5,126.98,4,23,nothing
10299,0,0,control,instagram,2,60.49,7,20,something
10300,0,0,control,instagram,4,47.99,5,15,nothing
10301,0,0,control,referral,2,59.99,2,13,something
10302,0,0,control,instagram,0,0,5,19,nothing
10303,0,0,control,facebook,3,60.99,2,23,nothing
10304,1,29.592,coupon,facebook,7,36.99,6,3,something
10305,0,0,coupon,google,1,105.98,1,16,something
10306,1,66.99,control,google,1,66.99,5,12,nothing
10307,0,0,coupon,google,1,65.99,4,13,nothing
10308,0,0,control,other,1,58.99,2,16,nothing
10309,0,0,control,instagram,7,126.98,0,22,nothing
10310,0,0,coupon,google,0,0,5,12,nothing
10311,0,0,coupon,google,4,43.99,6,16,nothing
10312,0,0,coupon,google,2,79.99,0,17,nothing
10313,0,0,control,google,0,0,2,18,nothing
10314,0,0,control,instagram,1,70.49,1,9,nothing
10315,0,0,coupon,instagram,0,0,5,3,something
10316,0,0,coupon,facebook,5,131.98,1,3,something
10317,0,0,control,instagram,0,0,5,13,nothing
10318,0,0,coupon,instagram,3,137.98,4,27,nothing
10319,0,0,coupon,google,5,55.99,5,13,nothing
10320,0,0,control,google,1,56.99,4,7,nothing
10321,0,0,coupon,facebook,1,77.99,1,12,nothing
10322,0,0,control,google,1,44.49,1,13,nothing
10323,0,0,coupon,instagram,0,0,3,12,nothing
10324,0,0,control,google,0,0,1,11,something
10325,1,57.49,control,google,11,57.49,3,12,nothing
10326,0,0,control,instagram,0,0,2,24,something
10327,0,0,control,google,2,66.49,2,10,nothing
10328,0,0,control,facebook,1,124.98,6,19,nothing
10329,0,0,control,instagram,0,0,4,2,nothing
10330,0,0,control,instagram,2,110.98,1,8,nothing
10331,0,0,coupon,instagram,4,51.49,4,17,nothing
10332,1,46.792,coupon,google,0,0,3,24,something
10333,2,99.184,coupon,referral,12,123.98,0,18,something
10334,0,0,coupon,google,0,0,1,11,something
10335,0,0,control,google,0,0,6,25,nothing
10336,0,0,control,instagram,1,74.99,0,13,something
10337,0,0,control,instagram,2,34.49,2,15,nothing
10338,0,0,coupon,referral,1,58.49,5,15,nothing
10339,0,0,control,instagram,1,167.97,1,1,nothing
10340,0,0,coupon,referral,0,0,5,14,nothing
10341,0,0,coupon,facebook,6,241.47,3,4,something
10342,0,0,control,instagram,2,105.98,4,1,something
10343,0,0,control,facebook,1,73.99,7,11,nothing
10344,0,0,control,instagram,2,56.99,2,17,something
10345,0,0,control,referral,0,0,4,11,something
10346,1,67.99,control,instagram,2,67.99,0,14,something
10347,1,51.592,coupon,instagram,8,64.49,4,21,something
10348,0,0,coupon,facebook,3,58.99,5,20,something
10349,0,0,control,google,1,185.97,0,6,nothing
10350,0,0,control,google,1,61.99,1,4,something
10351,0,0,control,facebook,1,62.99,0,25,something
10352,0,0,coupon,google,0,0,5,20,nothing
10353,0,0,coupon,facebook,3,74.99,6,15,nothing
10354,0,0,control,google,7,175.47,5,6,nothing
10355,0,0,coupon,facebook,9,93.98,4,10,nothing
10356,0,0,control,facebook,0,0,1,8,something
10357,0,0,coupon,google,1,65.49,7,13,nothing
10358,0,0,coupon,instagram,0,0,5,11,nothing
10359,0,0,coupon,google,4,65.99,4,20,something
10360,0,0,control,facebook,0,0,4,16,nothing
10361,0,0,coupon,instagram,1,105.98,2,17,nothing
10362,0,0,coupon,google,0,0,6,3,nothing
10363,0,0,coupon,instagram,4,77.49,0,19,nothing
10364,0,0,control,google,2,72.49,7,14,nothing
10365,0,0,control,facebook,3,57.99,7,12,nothing
10366,0,0,coupon,instagram,3,46.99,4,14,nothing
10367,0,0,control,google,6,60.99,4,12,nothing
10368,0,0,coupon,google,6,63.99,0,23,nothing
10369,0,0,control,instagram,0,0,5,7,nothing
10370,0,0,coupon,instagram,3,115.98,5,15,nothing
10371,0,0,control,google,1,50.99,4,14,something
10372,0,0,coupon,google,0,0,6,17,nothing
10373,0,0,control,google,5,57.99,0,10,nothing
10374,1,74.49,control,instagram,3,74.49,5,12,something
10375,0,0,control,google,0,0,2,16,something
10376,0,0,coupon,google,3,59.99,1,15,something
10377,0,0,control,other,5,114.98,6,10,nothing
10378,0,0,control,instagram,0,0,3,15,nothing
10379,1,41.592,coupon,instagram,2,51.99,1,26,nothing
10380,0,0,coupon,referral,0,0,3,6,nothing
10381,0,0,coupon,google,4,136.98,0,14,nothing
10382,0,0,coupon,instagram,1,68.99,6,14,nothing
10383,0,0,control,google,1,58.99,0,14,something
10384,0,0,control,google,1,56.99,2,16,nothing
10385,0,0,control,facebook,4,68.49,4,19,something
10386,1,59.192,coupon,other,1,147.98,1,18,something
10387,0,0,control,facebook,7,72.99,0,18,nothing
10388,0,0,control,google,2,93.98,1,18,nothing
10389,0,0,coupon,referral,2,58.49,2,16,nothing
10390,0,0,control,facebook,4,56.99,4,7,nothing
10391,0,0,control,facebook,1,63.49,2,12,something
10392,0,0,control,instagram,0,0,1,22,nothing
10393,0,0,coupon,referral,2,156.98,0,19,nothing
10394,0,0,coupon,instagram,2,203.96,5,8,nothing
10395,0,0,coupon,google,0,0,0,18,something
10396,0,0,coupon,instagram,4,72.99,0,16,nothing
10397,0,0,control,instagram,1,72.49,2,15,nothing
10398,0,0,coupon,instagram,1,45.99,4,8,nothing
10399,1,52.99,control,google,1,52.99,3,15,something
10400,0,0,coupon,instagram,0,0,3,2,nothing
10401,0,0,control,google,3,54.99,7,11,nothing
10402,0,0,coupon,google,5,65.99,6,23,nothing
10403,0,0,coupon,google,0,0,4,20,nothing
10404,0,0,control,instagram,0,0,7,20,nothing
10405,0,0,control,google,3,73.49,2,19,nothing
10406,0,0,coupon,instagram,0,0,4,19,nothing
10407,0,0,coupon,instagram,2,62.49,1,8,nothing
10408,0,0,control,instagram,0,0,1,12,nothing
10409,0,0,control,facebook,0,0,2,11,something
10410,0,0,control,google,1,215.97,2,16,nothing
10411,0,0,coupon,google,1,56.99,3,4,nothing
10412,0,0,control,facebook,1,47.99,1,1,nothing
10413,0,0,control,instagram,7,46.49,6,14,nothing
10414,0,0,control,facebook,2,164.97,6,1,something
10415,2,113.98,control,facebook,6,56.99,5,21,something
10416,0,0,control,instagram,1,70.49,2,5,nothing
10417,0,0,control,instagram,4,62.99,6,20,nothing
10418,0,0,coupon,instagram,0,0,3,19,nothing
10419,0,0,control,instagram,2,190.47,5,19,nothing
10420,0,0,control,instagram,0,0,1,16,nothing
10421,0,0,control,google,1,61.49,3,16,something
10422,0,0,coupon,referral,5,70.99,7,19,nothing
10423,0,0,control,instagram,2,57.49,6,16,nothing
10424,0,0,control,instagram,10,36.99,3,14,nothing
10425,1,54.392,coupon,google,2,67.99,4,12,something
10426,0,0,coupon,google,4,109.98,6,19,nothing
10427,0,0,control,facebook,2,47.49,6,2,something
10428,0,0,coupon,google,0,0,5,28,nothing
10429,0,0,control,google,0,0,5,17,nothing
10430,0,0,control,referral,5,107.98,1,15,nothing
10431,0,0,control,facebook,5,148.98,7,18,something
10432,0,0,coupon,instagram,1,131.98,3,4,nothing
10433,0,0,coupon,google,9,63.99,4,3,nothing
10434,0,0,control,instagram,1,124.98,0,8,something
10435,0,0,control,instagram,3,71.49,1,20,nothing
10436,0,0,control,google,2,42.99,3,18,nothing
10437,0,0,coupon,instagram,0,0,6,12,nothing
10438,0,0,coupon,google,0,0,3,18,something
10439,0,0,coupon,google,1,64.49,5,23,nothing
10440,0,0,control,instagram,4,65.99,2,16,something
10441,0,0,coupon,google,4,62.99,4,22,nothing
10442,0,0,control,google,0,0,6,5,something
10443,0,0,coupon,instagram,1,48.99,0,23,something
10444,0,0,coupon,instagram,1,120.98,0,12,nothing
10445,0,0,control,facebook,7,57.99,5,20,nothing
10446,1,29.992,coupon,facebook,1,37.49,3,23,something
10447,1,37.49,control,facebook,4,37.49,0,16,nothing
10448,0,0,control,google,0,0,4,15,nothing
10449,0,0,control,facebook,1,105.98,4,14,something
10450,0,0,coupon,google,0,0,0,17,nothing
10451,0,0,control,instagram,2,46.99,5,27,nothing
10452,0,0,control,instagram,0,0,2,1,nothing
10453,0,0,control,google,2,131.98,0,21,nothing
10454,0,0,coupon,google,0,0,4,13,nothing
10455,0,0,coupon,instagram,0,0,0,2,something
10456,0,0,control,instagram,10,65.49,7,15,nothing
10457,0,0,control,other,0,0,0,11,nothing
10458,0,0,control,facebook,3,55.49,0,24,nothing
10459,0,0,coupon,google,3,77.49,7,10,nothing
10460,2,119.98,control,google,13,59.99,4,16,something
10461,0,0,coupon,google,0,0,4,9,something
10462,0,0,control,google,2,62.49,0,3,something
10463,0,0,control,google,5,41.99,3,12,nothing
10464,0,0,control,google,6,55.99,0,22,nothing
10465,0,0,control,google,1,68.99,3,12,nothing
10466,0,0,coupon,facebook,0,0,4,8,something
10467,0,0,control,instagram,0,0,2,25,something
10468,0,0,control,instagram,0,0,2,13,nothing
10469,0,0,coupon,google,0,0,5,23,nothing
10470,1,60.99,control,facebook,2,60.99,1,20,nothing
10471,0,0,coupon,google,2,63.49,5,5,nothing
10472,0,0,control,instagram,0,0,6,4,something
10473,0,0,coupon,google,1,74.99,2,2,nothing
10474,0,0,coupon,google,6,76.49,1,10,nothing
10475,0,0,coupon,google,1,132.98,5,14,nothing
10476,0,0,coupon,google,0,0,3,7,nothing
10477,0,0,control,google,1,67.99,3,18,nothing
10478,0,0,control,google,0,0,0,12,nothing
10479,0,0,control,google,0,0,4,19,something
10480,0,0,coupon,facebook,0,0,7,6,something
10481,2,107.184,coupon,facebook,13,66.99,6,25,nothing
10482,0,0,coupon,google,3,58.49,5,4,nothing
10483,1,46.392,coupon,instagram,1,173.97,0,15,something
10484,0,0,control,referral,2,76.99,2,9,nothing
10485,0,0,coupon,facebook,1,107.97,0,20,nothing
10486,0,0,control,google,2,52.49,4,9,nothing
10487,0,0,coupon,instagram,11,143.97,6,12,nothing
10488,0,0,control,google,0,0,0,9,nothing
10489,0,0,coupon,instagram,1,75.49,0,18,nothing
10490,0,0,coupon,google,0,0,1,8,something
10491,0,0,coupon,facebook,2,75.99,7,13,nothing
10492,0,0,control,other,4,66.49,3,14,nothing
10493,0,0,coupon,google,0,0,7,22,nothing
10494,0,0,control,instagram,3,55.49,4,18,something
10495,0,0,coupon,google,1,50.49,5,14,nothing
10496,1,66.49,control,google,3,66.49,1,24,something
10497,0,0,coupon,referral,2,53.99,3,20,nothing
10498,0,0,control,facebook,3,79.98,6,7,nothing
10499,0,0,coupon,facebook,2,69.99,1,7,nothing
10500,0,0,coupon,google,1,73.99,4,13,nothing
10501,0,0,control,instagram,3,75.49,7,1,something
10502,0,0,coupon,facebook,3,47.49,6,2,something
10503,0,0,control,google,2,46.49,7,19,nothing
10504,0,0,control,instagram,1,52.99,4,14,something
10505,0,0,control,google,0,0,5,8,nothing
10506,0,0,coupon,google,0,0,1,16,nothing
10507,0,0,coupon,facebook,5,56.99,5,15,nothing
10508,0,0,coupon,google,2,60.99,1,1,nothing
10509,0,0,coupon,google,3,62.49,1,16,nothing
10510,0,0,coupon,instagram,3,114.98,1,18,nothing
10511,0,0,control,facebook,11,187.47,7,10,nothing
10512,0,0,coupon,google,2,58.99,3,7,something
10513,0,0,coupon,instagram,1,41.99,5,22,nothing
10514,0,0,control,instagram,4,59.49,2,26,something
10515,0,0,coupon,instagram,1,52.99,2,20,nothing
10516,0,0,coupon,google,1,47.99,0,1,nothing
10517,0,0,coupon,facebook,19,137.97,1,2,nothing
10518,0,0,coupon,google,2,62.99,4,14,nothing
10519,0,0,coupon,google,0,0,2,23,nothing
10520,0,0,control,facebook,2,79.49,2,10,something
10521,1,50.392,coupon,google,4,62.99,2,5,nothing
10522,0,0,control,instagram,0,0,4,22,nothing
10523,0,0,control,google,0,0,5,22,nothing
10524,0,0,coupon,instagram,0,0,5,20,nothing
10525,0,0,control,facebook,2,113.98,5,16,nothing
10526,0,0,control,google,2,44.99,2,11,something
10527,0,0,control,facebook,0,0,4,6,nothing
10528,0,0,control,instagram,2,115.98,5,19,nothing
10529,0,0,control,facebook,1,137.98,0,17,something
10530,0,0,control,google,3,63.49,5,15,nothing
10531,0,0,control,instagram,2,47.49,0,19,nothing
10532,0,0,control,facebook,1,135.98,4,2,something
10533,0,0,coupon,instagram,2,64.99,7,3,nothing
10534,0,0,control,facebook,3,59.99,5,13,nothing
10535,0,0,control,facebook,0,0,0,9,nothing
10536,0,0,coupon,instagram,0,0,7,10,nothing
10537,0,0,control,google,0,0,1,13,nothing
10538,0,0,coupon,instagram,1,51.49,5,20,nothing
10539,0,0,coupon,other,4,47.99,0,2,nothing
10540,0,0,control,other,4,73.99,3,15,nothing
10541,0,0,coupon,instagram,5,61.99,1,13,nothing
10542,0,0,coupon,instagram,0,0,6,21,nothing
10543,0,0,control,google,3,133.98,2,4,something
10544,0,0,coupon,facebook,0,0,5,16,nothing
10545,1,43.992,coupon,facebook,3,54.99,3,15,something
10546,0,0,control,instagram,0,0,2,8,nothing
10547,0,0,coupon,facebook,4,66.99,4,21,nothing
10548,0,0,coupon,instagram,4,57.49,0,12,nothing
10549,0,0,coupon,facebook,1,130.98,2,10,something
10550,0,0,control,instagram,0,0,0,14,nothing
10551,0,0,control,instagram,0,0,2,6,nothing
10552,0,0,control,instagram,5,73.99,7,23,something
10553,0,0,control,google,2,47.99,2,18,nothing
10554,0,0,coupon,instagram,3,58.49,3,11,nothing
10555,0,0,control,google,4,69.99,1,4,nothing
10556,0,0,coupon,instagram,4,137.98,6,19,nothing
10557,0,0,control,google,3,71.49,5,11,nothing
10558,0,0,coupon,instagram,1,52.99,5,18,something
10559,0,0,control,facebook,1,61.99,5,18,nothing
10560,0,0,control,google,6,170.97,6,25,nothing
10561,2,101.584,coupon,instagram,0,0,0,30,something
10562,0,0,coupon,google,0,0,0,18,nothing
10563,0,0,coupon,instagram,2,48.99,0,25,nothing
10564,0,0,coupon,google,3,119.98,5,7,something
10565,0,0,control,instagram,5,58.49,4,20,something
10566,0,0,coupon,google,3,63.99,7,6,nothing
10567,1,53.592,coupon,instagram,0,0,0,15,nothing
10568,0,0,control,google,1,61.99,1,8,nothing
10569,0,0,coupon,google,4,120.98,0,11,nothing
10570,0,0,control,facebook,0,0,5,5,something
10571,0,0,coupon,google,0,0,7,18,nothing
10572,0,0,coupon,facebook,0,0,4,15,something
10573,1,58.392,coupon,instagram,1,72.99,5,19,something
10574,1,47.99,control,referral,2,47.99,4,15,something
10575,0,0,control,google,0,0,1,11,nothing
10576,0,0,coupon,referral,1,71.99,0,27,nothing
10577,0,0,coupon,google,2,70.49,0,18,something
10578,0,0,coupon,facebook,1,63.99,1,6,nothing
10579,0,0,control,google,5,61.99,5,2,something
10580,1,45.592,coupon,google,4,56.99,1,14,something
10581,0,0,coupon,instagram,0,0,0,24,nothing
10582,0,0,control,google,2,68.99,0,2,nothing
10583,0,0,control,google,1,50.99,4,14,something
10584,0,0,coupon,google,3,50.99,2,21,nothing
10585,0,0,control,instagram,1,190.47,1,17,something
